ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
3641	"ENSMUSG00000001151.11"	"Pcnt"	chr10	-	76215996	76216273	76216050	76216273	76215738	76215889	3641	4,6,4	64,71,54	0,11,8	33,52,32	178	124	0.0538845029282	0.36372039476535	0.042,0.056,0.049	0.0,0.128,0.148	-0.043
3644	"ENSMUSG00000001120.16"	"Pcbp3"	chr10	-	76620904	76621048	76620973	76621048	76617665	76617707	3644	55,47,62	63,107,79	24,34,42	52,60,39	193	124	0.945332440826	1.0	0.359,0.22,0.335	0.229,0.267,0.409	0.003
3646	"ENSMUSG00000000197.9"	"Nalcn"	chr14	-	123809351	123809506	123809386	123809506	123753042	123753185	3646	45,50,34	6,1,0	47,53,31	1,0,0	159	124	0.0227225091664	0.21523058682534296	0.854,0.975,1.0	0.973,1.0,1.0	-0.048
3647	"ENSMUSG00000042156.17"	"Dzip1"	chr14	-	119137397	119138961	119138912	119138961	119129181	119129244	3647	310,327,290	0,1,0	157,261,54	0,0,0	1639	124	1	1.0	1.0,0.961,1.0	1.0,1.0,1.0	-0.013
3653	"ENSMUSG00000048747.15"	"E130114P18Rik"	chr4	-	97457396	97457515	97457418	97457515	97456369	97457201	3653	4,1,2	81,95,69	0,0,7	54,84,52	146	124	0.981291313829	1.0	0.04,0.009,0.024	0.0,0.0,0.103	-0.01
3654	"ENSMUSG00000048747.15"	"E130114P18Rik"	chr4	-	97463037	97463158	97463055	97463158	97457418	97457515	3654	1,3,2	19,18,17	0,3,1	11,21,21	142	124	0.327517283282	0.9764679374630527	0.044,0.127,0.093	0.0,0.111,0.04	0.038
3656	"ENSMUSG00000035640.19"	"Cbarp"	chr10	-	79972496	79972577	79972523	79972577	79972183	79972328	3656	135,167,91	182,191,112	107,176,115	134,154,124	151	124	0.204401714652	0.7729274262167906	0.379,0.418,0.4	0.396,0.484,0.432	-0.038
3659	"ENSMUSG00000020156.17"	"Pwwp3a"	chr10	+	80064828	80065961	80064828	80064914	80068071	80068881	3659	410,433,368	0,0,0	234,411,232	0,0,1	1171	124	1	1.0	1.0,1.0,1.0	1.0,1.0,0.961	0.013
3661	"ENSMUSG00000090112.9"	"Shprh"	chr10	+	11047616	11047745	11047616	11047738	11054477	11054566	3661	5,6,6	73,109,62	11,10,10	59,114,68	131	124	0.0389027117298	0.2997064911663792	0.061,0.05,0.084	0.15,0.077,0.122	-0.051
3662	"ENSMUSG00000090112.9"	"Shprh"	chr10	+	11063683	11063909	11063683	11063780	11065374	11065518	3662	260,327,236	0,0,0	194,324,170	1,0,0	253	124	1	1.0	1.0,1.0,1.0	0.99,1.0,1.0	0.003
3663	"ENSMUSG00000035215.10"	"Lsm7"	chr10	-	80690773	80690977	80690858	80690977	80690451	80690542	3663	37,28,48	6,0,2	36,34,23	3,2,2	209	124	0.518736239365	1.0	0.785,1.0,0.934	0.877,0.91,0.872	0.02
3664	"ENSMUSG00000026605.15"	"Cenpf"	chr1	-	189412417	189412703	189412468	189412703	189411135	189411338	3664	35,16,26	0,5,1	20,16,20	2,0,0	175	124	0.0386311415438	0.2992101016623008	1.0,0.694,0.949	0.876,1.0,1.0	-0.078
3665	"ENSMUSG00000020758.16"	"Itgb4"	chr11	+	115880763	115880964	115880763	115880870	115881500	115881534	3665	0,2,0	10,2,4	1,0,3	0,2,2	218	124	0.195876683104	0.7535123002496085	0.0,0.363,0.0	1.0,0.0,0.46	-0.366
3667	"ENSMUSG00000034771.16"	"Tle2"	chr10	+	81416090	81416165	81416090	81416132	81416317	81416501	3667	20,22,17	1,0,2	15,28,20	1,0,2	157	124	0.669887758353	1.0	0.94,1.0,0.87	0.922,1.0,0.888	0.0
3668	"ENSMUSG00000034771.16"	"Tle2"	chr10	+	81422046	81422207	81422046	81422171	81422688	81422762	3668	11,14,15	4,5,7	4,14,5	2,4,7	160	124	0.505314505027	1.0	0.681,0.685,0.624	0.608,0.731,0.356	0.098
3669	"ENSMUSG00000034771.16"	"Tle2"	chr10	+	81422046	81422207	81422046	81422171	81422691	81422762	3669	34,14,23	35,24,33	19,22,12	13,23,23	160	124	0.611888730595	1.0	0.43,0.311,0.351	0.531,0.426,0.288	-0.051
3671	"ENSMUSG00000022201.17"	"Zfr"	chr15	+	12118324	12118427	12118324	12118424	12135352	12135376	3671	0,0,0	8,2,1	0,0,1	1,5,1	127	124	1	1.0	0.0,0.0,0.0	0.0,0.0,0.494	-0.165
3672	"ENSMUSG00000022201.17"	"Zfr"	chr15	+	12160570	12160776	12160570	12160766	12162199	12162350	3672	460,419,358	3,0,0	367,463,318	1,1,1	134	124	1	1.0	0.993,1.0,1.0	0.997,0.998,0.997	0.0
3674	"ENSMUSG00000034730.18"	"Adgrb1"	chr15	+	74456226	74456281	74456226	74456266	74458605	74459306	3674	243,278,211	184,186,133	214,329,262	94,160,115	139	124	0.000570556242602	0.02140697382957374	0.541,0.571,0.586	0.67,0.647,0.67	-0.096
3676	"ENSMUSG00000121489.1"	"1810014B01Rik"	chr10	+	86521388	86521472	86521388	86521413	86521743	86521860	3676	3,1,6	2,4,2	7,7,2	0,0,0	183	124	2.09281250108e-08	4.03075687708008e-06	0.504,0.145,0.67	1.0,1.0,1.0	-0.56
3677	"ENSMUSG00000044937.16"	"Ttc41"	chr10	+	86594952	86595100	86594952	86595040	86596629	86596782	3677	5,8,5	0,1,1	1,5,0	2,1,0	184	124	1	1.0	1.0,0.844,0.771	0.252,0.771,NA	0.36
3678	"ENSMUSG00000004356.9"	"Utp20"	chr10	-	88613971	88614308	88614084	88614308	88613266	88613411	3678	11,7,3	12,35,28	0,7,2	14,25,16	237	124	0.128189751112	0.5790675506744976	0.324,0.095,0.053	0.0,0.128,0.061	0.094
3679	"ENSMUSG00000019951.11"	"Uhrf1bp1l"	chr10	+	89645489	89645640	89645489	89645625	89647348	89647602	3679	121,126,97	7,6,4	78,128,103	1,6,2	139	124	0.12898392918	0.58042768131	0.939,0.949,0.956	0.986,0.95,0.979	-0.024
3680	"ENSMUSG00000061904.13"	"Slc25a3"	chr10	-	90957969	90958193	90958068	90958193	90955388	90955568	3680	82,72,72	3,2,4	45,55,74	1,0,0	223	124	0.00384695358024	0.07263953525041413	0.938,0.952,0.909	0.962,1.0,1.0	-0.054
3681	"ENSMUSG00000029201.15"	"Ugdh"	chr5	-	65577591	65580125	65579977	65580125	65575820	65575951	3681	1000,1158,887	2,0,0	465,829,497	0,0,0	2510	124	1	1.0	0.961,1.0,1.0	1.0,1.0,1.0	-0.013
3683	"ENSMUSG00000112117.4"	"Rmst"	chr10	-	91918613	91918837	91918618	91918837	91917606	91918344	3683	0,0,0	0,0,2	0,0,1	0,0,0	129	124	1	1.0	NA,NA,0.0	NA,NA,1.0	-1.0
3684	"ENSMUSG00000036291.7"	"Ap5m1"	chr14	+	49311005	49311651	49311005	49311199	49316151	49316379	3684	213,232,194	0,0,2	132,233,115	0,0,0	576	124	1	1.0	1.0,1.0,0.954	1.0,1.0,1.0	-0.015
3686	"ENSMUSG00000097772.9"	"5430416N02Rik"	chr5	-	100571121	100571290	100571146	100571290	100569826	100569900	3686	11,9,5	0,1,0	6,7,0	1,0,1	149	124	1	1.0	1.0,0.882,1.0	0.833,1.0,0.0	0.35
3687	"ENSMUSG00000097772.9"	"5430416N02Rik"	chr5	-	100576905	100577097	100576955	100577097	100574594	100574663	3687	3,6,5	113,124,127	1,6,7	81,149,107	174	124	0.945595794874	1.0	0.019,0.033,0.027	0.009,0.028,0.045	-0.001
3688	"ENSMUSG00000097772.9"	"5430416N02Rik"	chr5	-	100577174	100577375	100577184	100577375	100576955	100577097	3688	3,0,2	82,98,75	1,3,1	68,85,73	134	124	0.930686686945	1.0	0.033,0.0,0.024	0.013,0.032,0.013	-0.0
3689	"ENSMUSG00000028034.16"	"Fubp1"	chr3	+	151931716	151931854	151931716	151931845	151933807	151933882	3689	378,447,339	128,147,100	249,398,143	72,148,38	133	124	0.937665408323	1.0	0.734,0.739,0.76	0.763,0.715,0.778	-0.008
3690	"ENSMUSG00000062981.6"	"Mrpl42"	chr10	-	95337751	95337789	95337767	95337789	95336244	95336384	3690	0,0,1	130,178,112	0,0,0	119,175,100	140	124	1	1.0	0.0,0.0,0.008	0.0,0.0,0.0	0.003
3691	"ENSMUSG00000074781.6"	"Ube2n"	chr10	+	95377066	95377313	95377066	95377240	95377499	95377640	3691	1082,1335,991	2,7,5	837,1203,727	5,4,7	197	124	1	1.0	0.997,0.992,0.992	0.991,0.995,0.985	0.003
3692	"ENSMUSG00000015790.17"	"Surf1"	chr2	-	26805607	26806018	26805966	26806018	26805443	26805526	3692	264,308,223	0,0,2	150,267,225	0,0,0	483	124	1	1.0	1.0,1.0,0.966	1.0,1.0,1.0	-0.011
3693	"ENSMUSG00000032009.9"	"Sesn3"	chr9	+	14219756	14219954	14219756	14219843	14221543	14221726	3693	172,179,133	0,0,0	115,140,120	0,2,0	235	124	1	1.0	1.0,1.0,1.0	1.0,0.974,1.0	0.009
3694	"ENSMUSG00000004105.9"	"Angptl2"	chr2	+	33118186	33119044	33118186	33118369	33132211	33132405	3694	232,186,135	0,0,2	45,105,99	0,0,0	799	124	1	1.0	1.0,1.0,0.913	1.0,1.0,1.0	-0.029
3695	"ENSMUSG00000011257.20"	"Pabpc4"	chr4	+	123182751	123183006	123182751	123182867	123183991	123184131	3695	74,99,68	384,500,347	59,74,74	240,384,268	263	124	0.190296201829	0.7399269543525989	0.083,0.085,0.085	0.104,0.083,0.115	-0.016
3696	"ENSMUSG00000011257.20"	"Pabpc4"	chr4	+	123188994	123189114	123188994	123189066	123189542	123189629	3696	242,210,199	20,10,21	118,200,115	11,12,13	172	124	0.921668434587	1.0	0.897,0.938,0.872	0.885,0.923,0.864	0.012
3697	"ENSMUSG00000011257.20"	"Pabpc4"	chr4	+	123188994	123189114	123188994	123189066	123189722	123189850	3697	175,181,125	8,7,3	92,136,139	10,16,20	172	124	9.49748642975e-06	0.000914607943184925	0.94,0.949,0.968	0.869,0.86,0.834	0.098
3698	"ENSMUSG00000034842.17"	"Art3"	chr5	+	92551453	92551515	92551453	92551486	92552695	92552725	3698	0,0,2	9,9,7	1,1,1	2,4,8	153	124	0.606672189227	1.0	0.0,0.0,0.188	0.288,0.168,0.092	-0.12
3703	"ENSMUSG00000027327.17"	"1700037H04Rik"	chr2	-	130995504	130995630	130995513	130995630	130993537	130993680	3703	5,6,3	207,189,139	2,7,2	109,202,84	133	124	1	1.0	0.022,0.029,0.02	0.017,0.031,0.022	0.0
3704	"ENSMUSG00000063704.14"	"Mapk15"	chr15	+	75869907	75870112	75869907	75870108	75870219	75870323	3704	14,12,15	1,2,2	9,11,8	2,2,0	128	124	0.637226776104	1.0	0.931,0.853,0.879	0.813,0.842,1.0	0.003
3706	"ENSMUSG00000069520.7"	"Tmem19"	chr10	-	115197713	115197864	115197811	115197864	115195558	115195672	3706	126,169,83	2,0,2	76,136,97	2,5,3	222	124	0.0187445900122	0.18934657533302726	0.972,1.0,0.959	0.955,0.938,0.948	0.03
3707	"ENSMUSG00000031570.18"	"Plpp5"	chr8	+	26210293	26210402	26210293	26210362	26210581	26210672	3707	57,107,53	10,20,21	60,85,68	12,26,14	164	124	0.952628931108	1.0	0.812,0.802,0.656	0.791,0.712,0.786	-0.006
3709	"ENSMUSG00000020184.16"	"Mdm2"	chr10	-	117545558	117545689	117545604	117545689	117541059	117541134	3709	14,7,6	77,72,62	2,9,2	44,104,58	170	124	0.0256767706938	0.23400691020311737	0.117,0.066,0.066	0.032,0.059,0.025	0.044
3710	"ENSMUSG00000020227.11"	"Irak3"	chr10	-	120000945	120001116	120000997	120001116	119982335	119982534	3710	1,0,0	0,0,0	0,0,0	0,2,0	176	124	1	1.0	1.0,NA,NA	NA,0.0,NA	1.0
3711	"ENSMUSG00000072501.6"	"Phf20l1"	chr15	+	66501648	66502815	66501648	66501830	66504554	66504750	3711	93,146,92	1,1,7	82,94,71	5,2,0	1109	124	0.974315986812	1.0	0.912,0.942,0.595	0.647,0.84,1.0	-0.013
3712	"ENSMUSG00000072501.6"	"Phf20l1"	chr15	+	66502715	66502894	66502715	66502815	66504554	66504750	3712	38,45,27	64,117,76	30,39,14	58,70,45	203	124	0.677975375289	1.0	0.266,0.19,0.178	0.24,0.254,0.16	-0.007
3713	"ENSMUSG00000020115.4"	"Tbk1"	chr10	-	121412178	121412308	121412182	121412308	121407747	121407929	3713	85,118,78	0,0,0	66,97,58	4,0,0	128	124	0.888589530923	1.0	1.0,1.0,1.0	0.941,1.0,1.0	0.02
3716	"ENSMUSG00000079109.12"	"Pms2"	chr5	+	143862038	143862891	143862038	143862319	143864916	143865084	3716	311,350,258	2,8,6	212,339,261	3,0,1	696	124	0.0020196338878	0.04711572937687863	0.965,0.886,0.885	0.926,1.0,0.979	-0.056
3717	"ENSMUSG00000079109.12"	"Pms2"	chr5	+	143864916	143865860	143864916	143865084	143865998	143866168	3717	168,154,120	0,1,0	73,131,109	0,0,2	900	124	1	1.0	1.0,0.955,1.0	1.0,1.0,0.882	0.024
3719	"ENSMUSG00000025404.16"	"R3hdm2"	chr10	+	127317561	127317663	127317561	127317624	127319844	127320087	3719	435,412,347	0,0,1	298,417,227	0,0,0	163	124	1	1.0	1.0,1.0,0.996	1.0,1.0,1.0	-0.001
3721	"ENSMUSG00000048832.10"	"Vps37c"	chr19	+	10666114	10666347	10666114	10666343	10683573	10683672	3721	16,14,4	13,34,22	8,16,8	23,28,22	128	124	0.814612396975	1.0	0.544,0.285,0.15	0.252,0.356,0.261	0.037
3722	"ENSMUSG00000025354.6"	"Dnajc14"	chr10	+	128641544	128641595	128641544	128641583	128642036	128643489	3722	3,0,5	9,9,2	4,4,1	2,6,3	136	124	0.320875325663	0.9684042734584354	0.233,0.0,0.695	0.646,0.378,0.233	-0.11
3723	"ENSMUSG00000030714.15"	"Sgf29"	chr7	+	126270709	126270839	126270709	126270832	126270905	126271052	3723	97,102,62	1,0,0	80,101,86	1,2,2	131	124	0.554442750467	1.0	0.989,1.0,1.0	0.987,0.98,0.976	0.015
3724	"ENSMUSG00000044702.14"	"Palb2"	chr7	-	121726271	121727666	121727360	121727666	121723479	121724150	3724	63,48,63	0,0,2	19,84,51	0,0,0	1213	124	1	1.0	1.0,1.0,0.763	1.0,1.0,1.0	-0.079
3726	"ENSMUSG00000021476.10"	"Habp4"	chr13	+	64322603	64322672	64322603	64322659	64323818	64323902	3726	73,84,95	2,2,5	78,102,96	2,1,3	137	124	0.280315690639	0.9109471656423747	0.971,0.974,0.945	0.972,0.989,0.967	-0.013
3729	"ENSMUSG00000023764.19"	"Sfi1"	chr11	-	3138877	3139056	3138940	3139056	3137239	3137410	3729	8,10,6	24,36,45	7,9,5	17,45,12	187	124	0.576299413741	1.0	0.181,0.156,0.081	0.214,0.117,0.216	-0.043
3730	"ENSMUSG00000034614.15"	"Pik3ip1"	chr11	+	3282108	3282249	3282108	3282228	3283208	3283412	3730	6,11,4	77,65,50	3,14,7	19,51,46	145	124	0.0626053420649	0.3957698757669499	0.062,0.126,0.064	0.119,0.19,0.115	-0.057
3731	"ENSMUSG00000034175.14"	"Rhbdd3"	chr11	+	5055180	5055347	5055180	5055313	5055432	5055717	3731	49,47,54	3,2,3	39,68,42	4,2,3	158	124	0.776477516771	1.0	0.928,0.949,0.934	0.884,0.964,0.917	0.015
3732	"ENSMUSG00000041073.11"	"Nacad"	chr11	-	6549035	6549235	6549079	6549235	6548880	6548952	3732	291,302,228	19,12,16	182,286,194	5,15,22	168	124	0.733665422567	1.0	0.919,0.949,0.913	0.964,0.934,0.867	0.005
3733	"ENSMUSG00000056234.16"	"Ncoa4"	chr14	+	31894259	31894405	31894259	31894400	31894563	31894652	3733	1,0,0	168,172,142	0,1,0	92,203,100	129	124	1	1.0	0.006,0.0,0.0	0.0,0.005,0.0	0.0
3734	"ENSMUSG00000020413.12"	"Hus1"	chr11	-	8960496	8961128	8961058	8961128	8960240	8960417	3734	47,59,36	0,2,0	30,45,29	0,0,0	686	124	1	1.0	1.0,0.842,1.0	1.0,1.0,1.0	-0.053
3735	"ENSMUSG00000018654.19"	"Ikzf1"	chr11	+	11635002	11635197	11635002	11635174	11650204	11650258	3735	0,1,1	3,6,0	0,5,0	2,1,0	147	124	1	1.0	0.0,0.123,1.0	0.0,0.808,NA	-0.03
3737	"ENSMUSG00000008140.19"	"Emc10"	chr7	-	44142601	44142723	44142613	44142723	44141977	44142082	3737	10,8,2	317,313,208	5,4,8	197,355,271	136	124	0.687072488244	1.0	0.028,0.023,0.009	0.023,0.01,0.026	0.0
3739	"ENSMUSG00000038900.18"	"Rpl12"	chr2	+	32851751	32851972	32851751	32851851	32852060	32852134	3739	190,246,202	3378,3743,2651	106,257,158	2238,4046,2836	245	124	0.129427726685	0.580615997504604	0.028,0.032,0.037	0.023,0.031,0.027	0.005
3743	"ENSMUSG00000020290.15"	"Xpo1"	chr11	+	23217661	23218690	23217661	23217763	23218848	23218912	3743	366,403,398	16,22,56	176,243,296	8,24,7	1051	124	0.320328081262	0.9684042734584354	0.73,0.684,0.456	0.722,0.544,0.833	-0.076
3744	"ENSMUSG00000020290.15"	"Xpo1"	chr11	+	23217661	23218690	23217661	23217763	23221132	23221205	3744	374,409,404	389,465,302	181,247,290	259,380,99	1051	124	0.844180552662	1.0	0.102,0.094,0.136	0.076,0.071,0.257	-0.024
3745	"ENSMUSG00000071691.12"	"Gm960"	chr19	-	4710257	4710317	4710261	4710317	4709454	4709526	3745	6,4,3	3,4,4	1,1,2	6,8,3	128	124	0.00364402104766	0.0713329495666875	0.66,0.492,0.421	0.139,0.108,0.392	0.311
3746	"ENSMUSG00000004568.14"	"Arhgef18"	chr8	+	3443072	3443224	3443072	3443102	3477348	3477490	3746	1,0,0	53,51,34	4,5,5	36,57,34	246	124	0.000425663351738	0.016825251056329336	0.009,0.0,0.0	0.053,0.042,0.069	-0.052
3747	"ENSMUSG00000039069.20"	"Mtg2"	chr2	+	179723878	179724553	179723878	179724026	179725137	179725253	3747	95,117,95	58,50,19	45,55,43	24,54,20	651	124	0.0474257030973	0.3341776981660968	0.238,0.308,0.488	0.263,0.162,0.291	0.106
3748	"ENSMUSG00000039069.20"	"Mtg2"	chr2	+	179725856	179726105	179725856	179726075	179726243	179726382	3748	18,42,17	37,28,36	14,25,17	26,28,18	154	124	0.840112267117	1.0	0.281,0.547,0.275	0.302,0.418,0.432	-0.016
3749	"ENSMUSG00000039069.20"	"Mtg2"	chr2	+	179725856	179726105	179725856	179726075	179727172	179727695	3749	4,11,5	0,0,2	5,3,1	0,0,1	154	124	1	1.0	1.0,1.0,0.668	1.0,1.0,0.446	0.074
3750	"ENSMUSG00000021266.17"	"Wars1"	chr12	-	108854237	108854474	108854301	108854474	108848620	108848834	3750	2,6,4	177,173,136	1,6,5	135,171,135	188	124	0.83492688822	1.0	0.007,0.022,0.019	0.005,0.023,0.024	-0.001
3755	"ENSMUSG00000057098.15"	"Ebf1"	chr11	+	44511993	44512176	44511993	44512057	44512747	44512803	3755	17,22,13	184,195,111	7,11,3	85,170,71	243	124	0.0400527728577	0.30357182370457225	0.045,0.054,0.056	0.04,0.032,0.021	0.021
3756	"ENSMUSG00000057098.15"	"Ebf1"	chr11	+	44774640	44774782	44774640	44774758	44798730	44798864	3756	45,52,45	6,5,6	38,58,29	6,3,2	148	124	0.360413359813	1.0	0.863,0.897,0.863	0.841,0.942,0.924	-0.028
3757	"ENSMUSG00000057098.15"	"Ebf1"	chr11	+	44774640	44774782	44774640	44774758	44798733	44798864	3757	64,68,54	14,9,8	51,64,20	9,11,4	148	124	0.91487064674	1.0	0.793,0.864,0.85	0.826,0.83,0.807	0.015
3759	"ENSMUSG00000007850.17"	"Hnrnph1"	chr11	+	50274657	50274747	50274657	50274717	50275470	50275563	3759	2086,2637,2029	22,26,36	1303,2145,1186	29,30,46	154	124	0.000281163839888	0.012123616916961672	0.987,0.988,0.978	0.973,0.983,0.954	0.014
3760	"ENSMUSG00000044807.14"	"Zfp354c"	chr11	-	50708619	50708762	50708635	50708762	50708115	50708186	3760	2,6,0	0,3,2	4,1,3	0,4,18	140	124	0.476824565392	1.0	1.0,0.639,0.0	1.0,0.181,0.129	0.11
3761	"ENSMUSG00000053453.10"	"Thoc7"	chr14	+	8512131	8512303	8512131	8512209	8512582	8512701	3761	112,115,75	0,0,0	60,57,36	1,0,0	218	124	1	1.0	1.0,1.0,1.0	0.972,1.0,1.0	0.009
3762	"ENSMUSG00000053453.10"	"Thoc7"	chr14	+	8512131	8512303	8512131	8512209	8515106	8515224	3762	145,164,103	20,28,15	92,84,43	18,16,0	218	124	0.608994036758	1.0	0.805,0.769,0.796	0.744,0.749,1.0	-0.041
3763	"ENSMUSG00000053453.10"	"Thoc7"	chr14	+	8515106	8515224	8515106	8515197	8516224	8516352	3763	541,632,416	16,27,5	336,657,386	5,26,10	151	124	0.903475259121	1.0	0.965,0.951,0.986	0.982,0.954,0.969	-0.001
3764	"ENSMUSG00000053453.10"	"Thoc7"	chr14	+	8515106	8516352	8515106	8515224	8516600	8516687	3764	493,572,455	0,0,0	366,502,375	1,0,0	1252	124	1	1.0	1.0,1.0,1.0	0.973,1.0,1.0	0.009
3765	"ENSMUSG00000027207.16"	"Galk2"	chr2	+	125708026	125708305	125708026	125708288	125720197	125720286	3765	44,69,48	0,0,0	55,54,37	0,2,0	141	124	1	1.0	1.0,1.0,1.0	1.0,0.96,1.0	0.013
3767	"ENSMUSG00000020514.9"	"Mrpl22"	chr11	+	58062619	58062847	58062619	58062668	58063858	58063976	3767	16,39,23	100,132,81	19,40,39	79,114,105	303	124	0.139654644588	0.6085403743811946	0.061,0.108,0.104	0.09,0.126,0.132	-0.025
3768	"ENSMUSG00000026811.19"	"St6galnac6"	chr2	+	32498053	32498237	32498053	32498108	32499237	32499328	3768	10,22,8	30,16,10	8,8,7	11,19,11	253	124	0.491958421696	1.0	0.14,0.403,0.282	0.263,0.171,0.238	0.051
3769	"ENSMUSG00000026811.19"	"St6galnac6"	chr2	+	32498053	32498237	32498053	32498108	32502235	32502415	3769	7,17,4	4,5,1	2,6,3	2,1,0	253	124	0.20412993843	0.7729113920370511	0.462,0.625,0.662	0.329,0.746,1.0	-0.109
3770	"ENSMUSG00000026811.19"	"St6galnac6"	chr2	+	32504792	32505199	32504792	32505180	32508508	32508616	3770	83,110,50	4,8,3	44,69,56	11,7,2	143	124	0.0877443612559	0.48010124937177107	0.947,0.923,0.935	0.776,0.895,0.96	0.058
3771	"ENSMUSG00000068329.13"	"Htra2"	chr6	-	83029678	83030051	83029981	83030051	83029453	83029523	3771	249,220,198	1,5,6	111,171,160	3,6,2	427	124	0.585488381234	1.0	0.986,0.927,0.906	0.915,0.892,0.959	0.018
3772	"ENSMUSG00000068329.13"	"Htra2"	chr6	-	83029678	83030051	83030018	83030051	83029453	83029523	3772	263,238,215	9,8,8	122,184,172	4,5,15	464	124	0.329780706522	0.9772590211890428	0.886,0.888,0.878	0.891,0.908,0.754	0.033
3773	"ENSMUSG00000068329.13"	"Htra2"	chr6	-	83029981	83030051	83030018	83030051	83029453	83029523	3773	15,23,23	9,8,8	14,19,14	4,5,15	161	124	0.790968855894	1.0	0.562,0.689,0.689	0.729,0.745,0.418	0.016
3774	"ENSMUSG00000068329.13"	"Htra2"	chr6	-	83029981	83030051	83030018	83030051	83029678	83029707	3774	14,19,17	12,11,7	11,13,12	6,8,6	161	124	0.831887164005	1.0	0.473,0.571,0.652	0.585,0.556,0.606	-0.017
3775	"ENSMUSG00000068329.13"	"Htra2"	chr6	-	83029981	83030051	83030018	83030051	83029678	83029784	3775	15,18,17	74,75,62	11,13,12	40,70,44	161	124	0.895580444455	1.0	0.135,0.156,0.174	0.175,0.125,0.174	-0.003
3777	"ENSMUSG00000028017.8"	"Egf"	chr3	-	129500857	129501025	129500924	129501025	129499752	129499899	3777	2,0,2	7,3,6	0,5,1	1,11,2	191	124	0.42571810498	1.0	0.156,0.0,0.178	0.0,0.228,0.245	-0.046
3778	"ENSMUSG00000024299.18"	"Adamts10"	chr17	+	33747653	33748000	33747653	33747802	33749106	33749263	3778	146,132,116	9,10,7	62,90,63	2,2,6	322	124	0.21181450494	0.7873838071146324	0.862,0.836,0.865	0.923,0.945,0.802	-0.036
3779	"ENSMUSG00000024299.18"	"Adamts10"	chr17	+	33757544	33757675	33757544	33757669	33762171	33762279	3779	27,31,25	31,19,19	10,17,8	15,10,24	130	124	0.191109057	0.7420887979475806	0.454,0.609,0.557	0.389,0.619,0.241	0.124
3780	"ENSMUSG00000024299.18"	"Adamts10"	chr17	+	33757544	33757686	33757544	33757669	33762171	33762279	3780	75,59,58	31,19,19	20,54,30	15,10,24	141	124	0.378130644722	1.0	0.68,0.732,0.729	0.54,0.826,0.524	0.084
3781	"ENSMUSG00000024299.18"	"Adamts10"	chr17	+	33757544	33757686	33757544	33757675	33762171	33762279	3781	63,55,51	15,27,18	19,52,28	9,15,6	135	124	0.550612231335	1.0	0.794,0.652,0.722	0.66,0.761,0.811	-0.021
3782	"ENSMUSG00000024299.18"	"Adamts10"	chr17	+	33768453	33769644	33768453	33768583	33769987	33770164	3782	509,442,231	0,0,0	179,283,270	0,0,1	1185	124	1	1.0	1.0,1.0,1.0	1.0,1.0,0.966	0.011
3783	"ENSMUSG00000039994.16"	"Timeless"	chr10	+	128075702	128075922	128075702	128075866	128076006	128076160	3783	1,0,1	23,25,25	0,1,3	8,18,3	180	124	0.394963929147	1.0	0.029,0.0,0.027	0.0,0.037,0.408	-0.13
3784	"ENSMUSG00000019467.16"	"Arhgef25"	chr10	-	127019066	127019698	127019517	127019698	127018393	127018812	3784	527,594,414	0,0,0	256,439,194	0,0,2	575	124	1	1.0	1.0,1.0,1.0	1.0,1.0,0.954	0.015
3785	"ENSMUSG00000019467.16"	"Arhgef25"	chr10	-	127020260	127020582	127020531	127020582	127019880	127020081	3785	222,252,198	1,2,2	114,175,89	0,0,0	395	124	0.4908249598	1.0	0.986,0.975,0.969	1.0,1.0,1.0	-0.023
3786	"ENSMUSG00000021282.18"	"Eif5"	chr12	+	111506234	111506345	111506234	111506316	111506563	111506736	3786	2,7,4	554,640,431	6,4,16	372,666,475	153	124	0.384626669681	1.0	0.003,0.009,0.007	0.013,0.005,0.027	-0.009
3789	"ENSMUSG00000032423.14"	"Syncrip"	chr9	-	88345007	88345213	88345112	88345213	88344288	88344438	3789	1471,1723,1261	0,0,0	1013,1624,971	0,1,0	229	124	1	1.0	1.0,1.0,1.0	1.0,0.999,1.0	0.0
3790	"ENSMUSG00000032423.14"	"Syncrip"	chr9	-	88359126	88359240	88359152	88359240	88358841	88359018	3790	644,793,597	4,4,4	463,786,477	6,2,2	150	124	1	1.0	0.993,0.994,0.992	0.985,0.997,0.995	0.001
3791	"ENSMUSG00000018501.18"	"Ncor1"	chr11	-	62240178	62240319	62240220	62240319	62236060	62236144	3791	168,224,180	3,1,4	160,178,150	4,4,6	166	124	0.0780132681432	0.4471831977494143	0.977,0.994,0.971	0.968,0.971,0.949	0.018
3792	"ENSMUSG00000018501.18"	"Ncor1"	chr11	-	62245196	62245298	62245208	62245298	62244059	62244160	3792	328,333,266	21,38,33	245,343,256	13,47,19	136	124	0.6610089064	1.0	0.934,0.889,0.88	0.945,0.869,0.925	-0.012
